20,10,6
20,15,14
20,5,4
20,5,5
20,10,15
20,10,6
20,20,17
20,20,13
20,5,4
20,20,17
20,15,9
20,10,16
20,5,2
20,10,15
20,5,2
20,15,9
20,20,17
20,5,20
20,10,19
20,5,1
20,0,0
20,15,3
20,5,10
20,10,19
20,5,2
20,10,19
20,20,13
20,10,8
20,5,2
20,10,6
20,20,11
20,20,11
20,15,14
20,5,2
20,20,13
20,10,15
20,20,13
20,5,4
20,10,18
20,5,5
20,10,16
20,5,4
20,15,14
20,15,9
20,5,4
20,5,1
20,5,5
20,15,12
20,5,1
20,0,0
20,5,10
20,0,0
20,5,5
20,20,17
20,15,14
20,5,20
20,10,8
20,10,8
20,15,14
20,10,15
20,20,17
20,15,3
20,15,3
20,10,16
20,15,3
20,5,2
20,10,8
20,5,4
20,15,14
20,15,12
20,10,15
20,0,0
20,5,2
20,15,12
20,15,12
20,5,1
20,15,9
20,15,9
20,10,8
20,5,2
20,5,20
20,10,8
20,10,19
20,10,6
20,5,5
20,5,2
20,5,4
20,10,6
20,15,9
20,10,8
20,15,7
20,0,0
20,5,20
20,5,20
20,15,14
20,5,4
20,15,9
20,0,0
20,5,10
20,20,17
30,20,17
30,5,3
30,10,14
30,30,19
30,15,16
30,20,23
30,10,28
30,10,14
30,20,22
30,15,18
30,5,1
30,15,18
30,15,21
30,10,28
30,15,13
30,10,28
30,15,16
30,10,24
30,15,18
30,20,22
30,5,30
30,15,26
30,15,7
30,10,9
30,10,25
30,25,11
30,15,18
30,15,26
30,20,23
30,10,20
30,10,29
30,15,21
30,10,28
30,5,3
30,10,29
30,15,7
30,10,14
30,30,19
30,20,22
30,0,0
30,5,3
30,5,2
30,5,10
30,30,19
30,20,23
30,15,13
30,10,25
30,10,14
30,10,27
30,10,4
30,15,21
30,10,14
30,5,30
30,10,4
30,5,30
30,15,21
30,10,4
30,0,0
30,10,29
30,10,27
30,25,11
30,10,29
30,10,4
30,10,20
30,10,25
30,15,7
30,10,29
30,5,2
30,5,30
30,10,4
30,10,24
30,15,13
30,20,17
30,5,15
30,15,7
30,20,23
30,30,19
30,20,17
30,10,25
30,20,17
30,20,23
30,10,24
30,5,2
30,10,9
30,10,27
30,5,5
30,10,4
30,30,19
30,10,24
30,5,10
30,15,16
30,5,3
30,20,23
30,10,20
30,10,27
30,30,19
30,0,0
30,0,0
30,5,6
30,10,25
40,10,16
40,25,23
40,5,20
40,10,36
40,20,17
40,15,9
40,20,21
40,15,6
40,5,5
40,10,38
40,20,7
40,20,25
40,10,39
40,15,9
40,20,31
40,25,11
40,15,37
40,25,11
40,20,26
40,25,23
40,10,12
40,10,35
40,10,32
40,5,8
40,15,15
40,10,39
40,15,24
40,15,15
40,10,12
40,15,15
40,20,7
40,5,1
40,5,8
40,10,32
40,10,3
40,5,10
40,10,3
40,10,12
40,20,7
40,5,1
40,10,38
40,0,0
40,10,30
40,10,35
40,5,20
40,5,10
40,10,3
40,15,24
40,10,13
40,5,10
40,10,36
40,10,16
40,20,25
40,15,14
40,15,18
40,10,36
40,15,18
40,20,34
40,5,2
40,10,32
40,30,29
40,20,7
40,10,35
40,15,27
40,20,34
40,20,17
40,20,31
40,10,38
40,25,11
40,20,26
40,10,13
40,20,17
40,5,1
40,30,29
40,10,12
40,20,34
40,20,34
40,15,27
40,20,34
40,15,19
40,10,32
40,20,31
40,15,27
40,20,25
40,15,19
40,5,4
40,20,31
40,10,36
40,10,32
40,30,29
40,5,20
40,10,35
40,15,37
40,20,17
40,15,24
40,15,15
40,10,32
40,15,9
40,20,17
40,10,3
50,15,38
50,15,38
50,10,12
50,15,17
50,15,17
50,20,23
50,5,1
50,10,16
50,30,19
50,10,48
50,10,4
50,25,37
50,5,50
50,10,12
50,35,29
50,15,3
50,10,4
50,10,49
50,10,49
50,20,22
50,10,7
50,10,6
50,10,4
50,10,24
50,10,4
50,30,21
50,5,25
50,15,42
50,5,50
50,25,32
50,5,50
50,15,17
50,10,15
50,5,25
50,30,21
50,20,33
50,10,48
50,15,35
50,5,5
50,20,23
50,20,18
50,20,22
50,0,0
50,35,29
50,5,1
50,10,24
50,5,50
50,10,24
50,15,26
50,15,34
50,20,18
50,10,20
50,20,9
50,10,40
50,10,6
50,10,4
50,0,0
50,20,11
50,15,43
50,35,31
50,15,42
50,10,45
50,20,23
50,10,24
50,30,21
50,15,17
50,15,44
50,25,27
50,15,17
50,20,22
50,20,11
50,5,25
50,25,36
50,15,34
50,15,35
50,20,33
50,25,37
50,10,15
50,10,40
50,5,1
50,10,8
50,5,2
50,15,42
50,10,16
50,10,15
50,15,35
50,25,32
50,5,25
50,15,34
50,10,12
50,15,43
50,15,43
50,10,20
50,15,46
50,5,50
50,10,6
50,20,47
50,15,43
50,25,28
50,15,3
60,10,45
60,15,26
60,15,27
60,5,30
60,20,31
60,15,52
60,15,16
60,10,54
60,5,60
60,25,22
60,20,49
60,5,5
60,20,49
60,25,43
60,20,7
60,10,48
60,10,8
60,20,17
60,20,35
60,10,40
60,15,36
60,10,50
60,10,54
60,20,34
60,15,26
60,5,12
60,20,49
60,10,45
60,20,35
60,10,54
60,5,60
60,20,39
60,5,60
60,20,34
60,10,24
60,15,16
60,0,0
60,10,55
60,10,48
60,35,47
60,20,35
60,10,48
60,20,35
60,10,45
60,20,51
60,15,32
60,30,38
60,5,5
60,10,58
60,20,33
60,5,4
60,20,7
60,5,5
60,25,53
60,15,11
60,20,33
60,15,16
60,5,20
60,10,45
60,15,32
60,20,46
60,10,56
60,30,13
60,5,4
60,20,7
60,10,8
60,15,16
60,10,48
60,15,25
60,15,11
60,5,15
60,15,26
60,20,49
60,30,13
60,20,35
60,5,20
60,35,37
60,15,11
60,15,42
60,10,54
60,10,28
60,15,25
60,5,1
60,15,11
60,5,30
60,15,32
60,10,56
60,5,2
60,10,56
60,15,52
60,20,49
60,15,19
60,20,35
60,5,1
60,5,4
60,5,3
60,10,40
60,5,1
60,20,17
60,10,24
